N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
768,ST,ST_01_01,900061200,G_MMP,30073295,240,1.00E+11,267299,SANGAMO,CYLP (CL20),CT900680,Medición Convencional ,Medicion Primaria ,"ELITE BRANDS, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CALLE CHAPARRASTIQUE,9000.00,10056.00,10008.00,10296.00,10320.00,10728.00,11208.00,12120.00,10440.00,11472.00,10320.00,11352.00,9624.00,10272.00,10416.00,10032.00,8040.00,7776.00,9096.00,9216.00,8472.00,9624.00,9000.00,10320.00,8712.00,9552.00,10680.00,9576.00,11400.00,10944.00,10152.00,9264.00,11496.00,10800.00,11016.00,9936.00,10008.00,9936.00,11016.00,10008.00,10416.00,9264.00,10224.00,9240.00,8976.00,8976.00,Media,"10,017",9.34%,-,,,
239,RP,RP_78_04,900062400,G_MMH,30345765,80,1.00E+11,182980,LANDIS + GYR,RXRS4,CT6676,Medición Convencional ,Medicion Secundaria,INTRALOGIX S.A. DE C.V.,OLOCUILTA,CANTON CUPINCO,ZONA FRANCA MIRAMAR,BLVD MIRAMUNDO NORTE,6144.00,7056.00,7408.00,5744.00,5152.00,5360.00,6384.00,5504.00,6672.00,7832.00,6544.00,6120.00,4848.00,5584.00,5760.00,5088.00,4608.00,5312.00,7064.00,6448.00,7720.00,9192.00,9040.00,9728.00,7960.00,7016.00,7704.00,6920.00,7632.00,6824.00,6816.00,6528.00,7600.00,8440.00,7376.00,6560.00,7960.00,8736.00,7176.00,7856.00,7656.00,6776.00,7208.00,7656.00,6672.00,6672.00,Baja,"6,914",16.76%,-,,,
531,SS,SS_78_09,900063100,G_GMH,30398651,160,1.00E+11,214487,LANDIS + GYR,RXRS4,CT900855,Medición Convencional ,Medicion Secundaria,TEXTILES GIULIANNA S.A. DE C.V.,SAN MARCOS,SAN MARCOS,PARQUE INDUSTRIAL SAN MARCOS,CALLE LA REVOLUCION,8832.00,8832.00,17696.00,12400.00,11232.00,12384.00,12368.00,10960.00,12976.00,13648.00,13584.00,13840.00,11104.00,12816.00,11216.00,5744.00,8096.00,10800.00,11312.00,8960.00,14000.00,16048.00,14912.00,14816.00,12912.00,15840.00,13824.00,11344.00,13488.00,14384.00,15616.00,12096.00,13264.00,11584.00,13344.00,11408.00,11584.00,11168.00,10640.00,7488.00,8464.00,9248.00,8784.00,9872.00,9248.00,9248.00,Media,"11,814",20.94%,-,,,
77,OP,OP_08_02,900072400,G_1G,30337041,80,1.00E+11,322184,LANDIS + GYR,RXRS4,CT10669,Medición Convencional ,Medicion Secundaria,PROYECTO LA TRINIDAD LTDA. DE C.V.,SAN JUAN OPICO,CANTON BARRANCA HONDA,CASERIO LOS PALMITOS,CARRETERA A TACACHICO,0.00,0.00,8.00,0.00,0.00,0.00,208.00,408.00,264.00,0.00,120.00,8.00,0.00,8.00,8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,40.00,16.00,0.00,0.00,0.00,24.00,104.00,16.00,0.00,8.00,0.00,16.00,0.00,208.00,0.00,768.00,416.00,0.00,0.00,0.00,0.00,0.00,Baja,58,250.89%,-,,,
456,SS,SS_78_04,200049901,G_GMH,30046143,160,1.00E+11,1103593,LANDIS + GYR,E650 S4x RXR F9S,CT902050,Medición Convencional ,Medicion Secundaria,"JUGESAL, S.A. DE C.V.",ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,LOMAS DE SAN FRANCISCO,BLVD LOS PROCERES,13184.00,12672.00,14816.00,15872.00,16576.00,17296.00,11808.00,4944.00,7440.00,17072.00,21760.00,37232.00,41136.00,40784.00,27760.00,15968.00,6096.00,5312.00,9296.00,11600.00,17424.00,26016.00,23440.00,28432.00,28400.00,27936.00,28704.00,28224.00,31056.00,35056.00,30976.00,28880.00,22320.00,18896.00,19888.00,18672.00,19152.00,20752.00,21072.00,25408.00,26304.00,6720.00,25664.00,25728.00,26320.00,26320.00,Media,"21,443",42.05%,-,,,
448,SS,SS_78_04,900080800,E_GMH,30033643,480,1.00E+11,478536,SIEMENS,LIBRA (114E),CT902771,Medición Tele gestionada,Medicion Primaria ,GRUPO Q EL SALVADOR S.A. DE C.V.,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,LOMAS DE SAN FRANCISCO,BLVD LOS PROCERES,57384.00,64541.00,63317.00,69744.00,67378.00,75782.00,78058.00,72466.00,74261.00,69163.00,69542.00,68510.00,63326.00,66984.00,71731.00,32232.00,9994.00,15053.00,46541.00,40382.00,56525.00,60139.00,54163.00,58709.00,48240.00,51293.00,55589.00,52834.00,61387.00,61704.00,66874.00,60206.00,65938.00,60590.00,56078.00,52973.00,54461.00,60019.00,57792.00,59218.00,60797.00,62731.00,52123.00,64848.00,61056.00,61056.00,Alta,"58,559",22.69%,-,,,
33,LL,LL_78_02,900090100,G_GMH,30225553,80,1.00E+11,278384,SIEMENS,RXRS4 (114E),CT32487,Medición Tele gestionada,Medicion Secundaria,POLLO CAMPERO DE EL SALVADOR S.A. DE C.V.,LA LIBERTAD,CANTON LA DANTA,COLONIA BRIZUELITA,CALLE DESVIO EL TRIANGULO,19816.00,20864.00,20680.00,21168.00,24080.00,21200.00,23016.00,23752.00,23488.00,20096.00,22104.00,23456.00,22392.00,22048.00,24400.00,16192.00,12680.00,11624.00,14824.00,14728.00,17808.00,19920.00,19576.00,19976.00,20000.00,28024.00,45616.00,49504.00,51536.00,48704.00,48048.00,49856.00,46864.00,45296.00,37520.00,43456.00,47296.00,47504.00,46432.00,53296.00,45376.00,43072.00,43776.00,41008.00,43616.00,43616.00,Media,"31,507",42.27%,-,,,
878,ST,ST_78_05,900090400,G_GMH,30106763,320,1.00E+11,106275,SIEMENS,RXRS4 (114E),CT900807,Medición Convencional ,Medicion Primaria ,JAIMER S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB CUMBRES DE MADRE SELVA II,CALLE CONCHAGUA ORIENTE,0.00,0.00,0.00,64.00,640.00,4640.00,19232.00,26208.00,27232.00,26912.00,29152.00,28608.00,26880.00,25792.00,30496.00,19168.00,20224.00,18656.00,21792.00,10208.00,25792.00,21536.00,17760.00,21248.00,21472.00,22336.00,24256.00,29024.00,31104.00,34560.00,34720.00,37408.00,36128.00,37920.00,39520.00,39552.00,36096.00,40192.00,39168.00,40928.00,38656.00,34592.00,27776.00,27712.00,27744.00,27744.00,Media,"25,018",44.68%,-,,,
860,ST,ST_78_04,900111500,G_GMH,30119888,600,1.00E+11,182969,LANDIS + GYR,RXRS4,CT900595,Medición Tele gestionada,Medicion Primaria ,"INVERMOBIL, S.A. DE C.V.",ANTIGUO CUSCATLAN,SANTA ELENA,ZONA INDUST CALLE AL PUERTO,CALLE AL PUERTO,44520.00,57900.00,56760.00,55080.00,50460.00,55200.00,63900.00,49320.00,61560.00,61500.00,52140.00,60360.00,43560.00,53400.00,58560.00,52860.00,53940.00,45600.00,49020.00,37500.00,52560.00,46080.00,45240.00,50280.00,38220.00,35820.00,49080.00,43740.00,55200.00,58380.00,58680.00,45300.00,63720.00,58980.00,54540.00,42720.00,52800.00,55860.00,52200.00,55800.00,57180.00,57000.00,52620.00,56280.00,44040.00,44040.00,Alta,"51,946",13.21%,-,,,
1541,SV,SV_78_04,510650001,G_GMH,30368033,1200,1.00E+11,321750,LANDIS + GYR,RXRS4,CT10179,Medición Tele gestionada,Medicion Primaria ,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL,SAN VICENTE,SAN VICENTE,BARRIO SAN FRANCISCO,8° CALLE ORIENTE,107160.00,146760.00,163920.00,151560.00,151560.00,145080.00,161760.00,163800.00,150600.00,152880.00,142560.00,156600.00,133080.00,148680.00,166080.00,173280.00,173520.00,161160.00,171000.00,179400.00,178080.00,173400.00,165120.00,163080.00,151080.00,156720.00,177720.00,168960.00,190080.00,205320.00,179400.00,190680.00,170280.00,169080.00,156000.00,147000.00,157800.00,171120.00,164640.00,183600.00,165120.00,171360.00,166920.00,161880.00,165120.00,165120.00,Alta,"163,372",8.39%,-,,,
1607,ZC,ZC_78_03,900696900,G_GMH,30030561,317.5,1.00E+11,1105568,LANDIS + GYR,E650 S4x RXR F5S,CT14117,Medición Convencional ,Medicion Primaria ,"CORPORACION VENECIA, S.A. DE C.V.",SAN LUIS LA HERRADURA,SAN LUIS LA HERRADURA,PLAYA COSTA DEL SOL,BLVD COSTA DEL SOL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26384.00,21400.00,18479.00,17431.00,24575.00,29591.00,19050.00,19145.00,28385.00,16415.00,13589.00,3937.00,3588.00,6223.00,17431.00,16066.00,18066.00,20479.00,17240.00,21304.00,29655.00,29877.00,33782.00,31623.00,40418.00,27527.00,27972.00,31623.00,36830.00,30226.00,31877.00,35560.00,39021.00,27464.00,13653.00,38576.00,29178.00,27019.00,27019.00,Media,"20,602",57.60%,-,,,
1141,ST,ST_78_13,900140100,G_GBH,30403093,80,1.00E+11,321998,LANDIS + GYR,RXRS4,DS100434,Medición Convencional ,Medicion Secundaria,MINISTERIO DE JUSTICIA Y SEGURIDAD PUBLICA,NUEVO CUSCATLAN,NUEVO CUSCATLAN,RES VIA DEL MAR,AVENIDA LOS PINGUINOS,232.00,208.00,208.00,232.00,232.00,152.00,192.00,192.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Baja,54,218.62%,-,,,
900,ST,ST_78_06,900155700,G_MMH,30102049,120,1.00E+11,106350,SIEMENS,RXRS4 (114E),CT900673,Medición Convencional ,Medicion Secundaria,INMOBILIARIA CONSTELACION S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,BLVD BAYER,19776.00,18000.00,18756.00,17052.00,17784.00,19464.00,19920.00,19728.00,20124.00,19896.00,18720.00,19632.00,18828.00,19140.00,20748.00,17052.00,13584.00,13812.00,14340.00,14676.00,17436.00,18348.00,16572.00,18084.00,19152.00,17280.00,16260.00,13680.00,14628.00,8652.00,9816.00,16788.00,16596.00,16536.00,16404.00,17496.00,17052.00,17424.00,16920.00,18252.00,17364.00,17664.00,18096.00,16800.00,16272.00,16272.00,Media,"17,106",14.14%,-,,,
1339,ST,ST_78_07,900155800,G_GMH,30103731,60,1.00E+11,106290,LANDIS + GYR,RXRS4,CT900505,Medición Convencional ,Medicion Secundaria,INMOBILIARIA CONSTELACION S.A. DE C.V.,SANTA TECLA,CIUDAD MERLIOT,CIUDAD MERLIOT,CALLE CHILTIUPAN,21252.00,19788.00,19710.00,18246.00,19326.00,19632.00,19386.00,19344.00,19158.00,19122.00,17706.00,18846.00,18558.00,17160.00,18642.00,15792.00,14952.00,15762.00,17220.00,16074.00,16896.00,16632.00,15390.00,16608.00,15924.00,14748.00,15066.00,15534.00,16548.00,16614.00,16110.00,16584.00,16368.00,15642.00,16014.00,17034.00,15612.00,16074.00,15228.00,15798.00,16404.00,16332.00,16086.00,14718.00,15270.00,15270.00,Media,"16,960",9.02%,-,,,
1200,ST,ST_03_14,900159600,G_MMH,30404098,80,1.00E+11,412431,SIEMENS,LIBRA (114E),CT32246,Medición Tele gestionada,Medicion Secundaria,IMAGE PEOPLE S.A. DE C.V.,SANTA TECLA,CIUDAD MERLIOT,JARDINES DE LA LIBERTAD,BLVD MERLIOT,3184.00,2744.00,2168.00,1888.00,2104.00,2200.00,2096.00,2080.00,2336.00,2128.00,2216.00,2400.00,2544.00,1976.00,1432.00,456.00,192.00,280.00,168.00,224.00,192.00,424.00,1056.00,872.00,1584.00,624.00,520.00,736.00,432.00,512.00,432.00,392.00,232.00,232.00,512.00,880.00,512.00,456.00,576.00,776.00,544.00,624.00,480.00,512.00,512.00,512.00,Baja,"1,086",74.56%,-,,,
1229,ST,ST_11_08,506475601,G_MMH,30319954,60,1.00E+11,322083,LANDIS + GYR,RXRS4,CT900417,Medición Convencional ,Medicion Secundaria,P & G KOLOR S. A. DE C. V.,SANTA TECLA,SANTA TECLA,COLONIA SN  JOSE DEL PINO,CALLE PRINCIPAL,13170.00,10386.00,14670.00,11958.00,8754.00,11352.00,13650.00,9306.00,10284.00,12066.00,9534.00,11688.00,9594.00,12126.00,14640.00,8820.00,8238.00,11310.00,11748.00,12834.00,14316.00,15222.00,19950.00,26700.00,20166.00,21894.00,25260.00,19926.00,21354.00,28518.00,22920.00,22044.00,23088.00,22848.00,24714.00,19116.00,23436.00,25104.00,21210.00,21828.00,20880.00,22668.00,18828.00,17700.00,19404.00,19404.00,Media,"17,057",33.67%,-,,,
799,ST,ST_01_07,510588502,G_MMH,30314883,160,1.00E+11,183086,LANDIS + GYR,RXRS4,CT10334,Medición Convencional ,Medicion Secundaria,"PINTAUTO, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CALLE AL PUERTO,KM.10,13704.00,17220.00,16392.00,16164.00,13320.00,15324.00,13548.00,15108.00,13596.00,12724.00,19200.00,22976.00,20384.00,27024.00,25840.00,16944.00,2032.00,8256.00,12672.00,21136.00,23024.00,28432.00,29376.00,29280.00,26032.00,27472.00,26720.00,25248.00,25264.00,26720.00,28336.00,25696.00,29088.00,27680.00,26256.00,22320.00,24336.00,24400.00,25920.00,22960.00,23536.00,23568.00,25760.00,20800.00,21792.00,21792.00,Media,"21,421",28.63%,-,,,
932,ST,ST_78_08,900169800,G_MMH,30101818,80,1.00E+11,106258,SIEMENS,RXRS4 (114E),CT8967,Medición Convencional ,Medicion Secundaria,INMOBILIARIA CONSTELACION S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,BLVD MERLIOT,8800.00,7840.00,8976.00,7328.00,6360.00,7320.00,6520.00,6648.00,7560.00,6392.00,6752.00,7480.00,5944.00,4752.00,5112.00,2152.00,1880.00,2440.00,3536.00,2576.00,2456.00,2928.00,2904.00,3376.00,3240.00,2880.00,3056.00,3072.00,3200.00,3592.00,3592.00,3560.00,3424.00,3224.00,3048.00,3088.00,3088.00,3088.00,2952.00,3224.00,3032.00,2824.00,2608.00,1152.00,2616.00,2616.00,Baja,"4,222",45.80%,-,,,
1369,ST,ST_78_07,603591000,G_GMH,30467985,60,1.00E+11,1103598,LANDIS + GYR,E650 S4x RXR F9S,DS116667,Medición Convencional ,Medicion Secundaria,PANACAFE DE EL SALVADOR S.A. DE C.V.,SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE PANAMERICANA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3030.00,8484.00,8094.00,6804.00,8250.00,8070.00,9900.00,10968.00,10638.00,11040.00,11160.00,10188.00,11034.00,11178.00,11502.00,11652.00,11406.00,11622.00,11520.00,11400.00,11694.00,12660.00,11682.00,12324.00,12402.00,14370.00,13188.00,13410.00,14064.00,12612.00,12852.00,12852.00,Baja,"7,653",69.77%,-,,,
937,ST,ST_78_08,900170100,G_GMH,30342841,80,1.00E+11,115352,SIEMENS,RXRS4 (114E),CT6553,Medición Convencional ,Medicion Secundaria,INMOBILIARIA CONSTELACION S.A. DE C.V.,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE LA HACIENDA,BLVD MERLIOT,36080.00,38328.00,40512.00,37944.00,34568.00,38240.00,39000.00,37624.00,38664.00,36944.00,35032.00,36816.00,34776.00,35136.00,38880.00,24488.00,22632.00,15136.00,12848.00,11592.00,14824.00,19528.00,21008.00,23616.00,17552.00,17096.00,21888.00,22896.00,23408.00,22064.00,14672.00,10576.00,7536.00,4872.00,5888.00,14568.00,23320.00,26104.00,25360.00,27600.00,21256.00,23280.00,24432.00,21752.00,19000.00,19000.00,Media,"24,746",40.37%,-,,,
655,SS,SS_78_05,603339100,G_MBH,30464962,80,1.00E+11,1103577,LANDIS + GYR,E650 S4x RXR F9S,DS116592,Medición Convencional ,Medicion Secundaria,ALIMENTOS LISTOS S.A. DE C.V.,SAN SALVADOR,SAN SALVADOR,COLONIA PALERMO,BLVD LOS PROCERES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11472.00,11912.00,13144.00,9032.00,7344.00,6752.00,10064.00,10064.00,10496.00,11384.00,10264.00,11832.00,11728.00,11048.00,11736.00,12184.00,13008.00,13120.00,12776.00,13408.00,12376.00,12528.00,12616.00,13672.00,13984.00,14032.00,13416.00,14704.00,14280.00,14680.00,14808.00,13736.00,14056.00,14056.00,Baja,"9,037",61.10%,-,,,
496,SS,SS_78_08,200002801,E_GMH,30017405,160,1.00E+11,322099,LANDIS + GYR,RXRS4,CT5490,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,PANCHIMALCO,PANCHIMALCO,COMUNIDAD EL CAMPAMENTO,CALLE ANTIGUA A PANCHIMALCO,24224.00,21360.00,14352.00,11920.00,11344.00,11792.00,11712.00,15584.00,16816.00,16176.00,20160.00,20480.00,18496.00,17024.00,16208.00,9584.00,11312.00,8400.00,6272.00,15648.00,25216.00,20736.00,14768.00,11344.00,11600.00,12992.00,19808.00,21216.00,21664.00,35024.00,40880.00,64064.00,51488.00,41376.00,38528.00,42656.00,30128.00,18240.00,13728.00,16864.00,17728.00,17024.00,15248.00,36160.00,33088.00,33088.00,Media,"21,816",56.03%,-,,,
517,SS,SS_18_02,900183000,G_MMH,30219774,60,1.00E+11,222518,LANDIS + GYR,RXRS4,CT901586,Medición Convencional ,Medicion Secundaria,SERVICIOS INTEGRALES SIC S.A. DE C.V.,SAN MARCOS,PLANES DE RENDEROS,CRISTO DE LA PAZ,AUTOPISTA COMALAPA,1044.00,1494.00,1806.00,1662.00,1644.00,1578.00,1674.00,1668.00,1734.00,792.00,594.00,726.00,546.00,678.00,444.00,432.00,402.00,282.00,480.00,522.00,1068.00,1230.00,1368.00,1530.00,1416.00,1680.00,2082.00,2202.00,2454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00%,-,,,
566,SS,SS_78_10,900183200,G_GMH,30038842,1200,1.00E+11,322108,LANDIS + GYR,RXRS4,CT901584,Medición Tele gestionada,Medicion Primaria ,SERVICIOS INTEGRALES SIC S.A. DE C.V.,SAN MARCOS,SAN MARCOS,RES SANTORINI,AUTOPISTA A COMALAPA,111360.00,116280.00,106920.00,116400.00,133920.00,109920.00,100800.00,86520.00,83280.00,72600.00,70320.00,63360.00,35280.00,31080.00,27360.00,74280.00,66480.00,73200.00,94200.00,118560.00,127560.00,140400.00,132480.00,131640.00,124440.00,101160.00,106440.00,103800.00,109200.00,104640.00,196560.00,93600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00%,-,,,
930,ST,ST_78_08,900183800,G_GMH,30101374,80,1.00E+11,106050,SIEMENS,RXRS4 (114E),CT5388,Medición Convencional ,Medicion Secundaria,INMOBILIARIA CONSTELACION S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,BLVD MERLIOT,8616.00,8832.00,8808.00,8288.00,8736.00,8936.00,9032.00,9016.00,9040.00,9104.00,8976.00,9528.00,9128.00,8920.00,9472.00,6704.00,5696.00,4280.00,5808.00,5640.00,6240.00,7504.00,6832.00,8016.00,7776.00,7808.00,7792.00,7912.00,7904.00,8408.00,7808.00,7968.00,8088.00,8200.00,7928.00,8128.00,8272.00,8744.00,8184.00,8952.00,8392.00,8832.00,9416.00,8536.00,8520.00,8520.00,Baja,"8,114",13.74%,-,,,
902,ST,ST_78_06,900221300,G_GMH,30108897,300,1.00E+11,115319,SIEMENS,RXRS4 (114E),CT900667,Medición Convencional ,Medicion Primaria ,"PROGRESO E INVERSIONES, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,CALLE L 3,1110.00,1290.00,1500.00,1350.00,1200.00,1290.00,1320.00,1170.00,1260.00,1170.00,1080.00,960.00,750.00,930.00,1590.00,690.00,780.00,630.00,1050.00,1080.00,1650.00,2160.00,1920.00,2580.00,2130.00,2400.00,3090.00,2640.00,3690.00,3810.00,3570.00,3270.00,3630.00,3540.00,3210.00,3300.00,2700.00,3480.00,3060.00,3480.00,3240.00,3870.00,3930.00,4200.00,3900.00,3900.00,Baja,"2,273",50.72%,-,,,
677,SS,SS_78_06,900264100,G_GMH,30340737,600,1.00E+11,479351,SIEMENS,LIBRA (114E),CT10118,Medición Tele gestionada,Medicion Primaria ,"TELEMOVIL EL SALVADOR, S.A. DE C.V.",SAN SALVADOR,URB LA CIMA,URB LA CIMA II,CALLE SAN NICOLAS,353520.00,354900.00,342480.00,342060.00,364320.00,362220.00,354840.00,344940.00,348420.00,330660.00,330840.00,345660.00,336420.00,322980.00,343740.00,346500.00,325980.00,342000.00,343860.00,319560.00,339060.00,343440.00,314520.00,337680.00,339900.00,318420.00,348600.00,334020.00,347100.00,346380.00,342780.00,354240.00,348180.00,329580.00,325980.00,346140.00,342660.00,339600.00,319320.00,348480.00,342780.00,342780.00,338220.00,328020.00,326460.00,326460.00,Alta,"339,711",3.34%,-,,,
346,SS,SS_16_03,518050901,G_GMH,30399061,120,1.00E+11,479374,SIEMENS,LIBRA (114E),CT31614,Medición Tele gestionada,Medicion Secundaria,"ECO FOODS, S.A. DE C.V.",ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,PLAN DE LA LAGUNA,CALLE CIRCUNVALACION,32076.00,44676.00,45876.00,39276.00,37464.00,42480.00,52872.00,42000.00,54696.00,54936.00,38340.00,56616.00,51288.00,56244.00,53724.00,63516.00,64128.00,63792.00,59940.00,68568.00,88440.00,81576.00,75528.00,76860.00,57708.00,64812.00,64176.00,57924.00,66720.00,50448.00,51156.00,54528.00,54408.00,65820.00,73776.00,54948.00,78612.00,87468.00,65484.00,75996.00,76680.00,78276.00,81024.00,93564.00,83892.00,83892.00,Alta,"62,309",23.34%,-,,,
960,ST,ST_78_14,900274400,G_MMH,30240483,80,1.00E+11,321783,LANDIS + GYR,RXRS4,CT30046,Medición Convencional ,Medicion Secundaria,INDUSTRIAS LA PALMA S.A. DE C.V.,ANTIGUO CUSCATLAN,SANTA ELENA,URB INDUSTRIAL SANTA ELENA,CALLE CHAPARRASTIQUE,2136.00,2608.00,2856.00,2480.00,2240.00,2888.00,2584.00,2680.00,2872.00,2512.00,2472.00,2512.00,2264.00,2520.00,2776.00,1808.00,2144.00,1920.00,2512.00,1896.00,2712.00,2488.00,2120.00,2304.00,2312.00,2224.00,2512.00,2240.00,2280.00,2264.00,2648.00,2712.00,2736.00,2448.00,2152.00,1944.00,1880.00,2200.00,2008.00,1984.00,1888.00,1976.00,2048.00,2088.00,1824.00,1824.00,Baja,"2,315",13.64%,-,,,
678,SS,SS_78_06,511117801,E_GMH,30249132,80,1.00E+11,1103595,LANDIS + GYR,E650 S4x RXR F9S,CT10256,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,URB LA CIMA,URB LA CIMA IV,CALLE SAN PATRICIO,29880.00,36920.00,34464.00,32432.00,38160.00,38936.00,30104.00,37008.00,38824.00,40408.00,37936.00,40920.00,44392.00,45096.00,49328.00,51024.00,46240.00,41688.00,55288.00,45520.00,47848.00,52776.00,46104.00,50456.00,53504.00,52016.00,55200.00,55800.00,55104.00,57296.00,56952.00,56768.00,51856.00,51400.00,51440.00,52728.00,46072.00,36000.00,58144.00,62504.00,62624.00,51136.00,40840.00,51776.00,37184.00,37184.00,Media,"46,637",17.75%,-,,,
315,RP,RP_78_01,900299600,G_GMH,30229044,508,1.00E+11,1103624,LANDIS + GYR,E650 S4x RXR F9S,CT6238,Medición Convencional ,Medicion Primaria ,NEGOCIOS DEL ENTRETENIMIENTO S.A. DE C.V.,SAN PEDRO MASAHUAT,CANTON LAS ISLETAS,CASERIO LOS NOVILLOS,CARRETERA A LA HERRADURA,32918.00,32868.00,34798.00,36576.00,45923.00,40030.00,46076.00,48260.00,43586.00,40488.00,43282.00,47244.00,44196.00,23165.00,2591.00,3556.00,3759.00,3658.00,4267.00,5283.00,11938.00,8280.00,9500.00,10617.00,15189.00,13208.00,17628.00,22301.00,19355.00,20828.00,15443.00,18999.00,12497.00,5486.00,11024.00,12649.00,13665.00,10871.00,12344.00,13005.00,5080.00,3962.00,13310.00,8636.00,6401.00,6401.00,Media,"19,590",75.23%,-,,,
849,ST,ST_61_01,515746601,E_GMH,30366858,160,1.00E+11,222573,LANDIS + GYR,RXRS4,CT30945,Medición Convencional ,Medicion Secundaria,"TERMOENCOGIBLES, S.A. DE C.V.",ANTIGUO CUSCATLAN,CIUDAD MERLIOT,ANTIGUO CUSCATLAN,BLVD PYNSA,38576.00,63680.00,63408.00,59472.00,57504.00,60720.00,54224.00,39984.00,57072.00,56768.00,31168.00,39808.00,43504.00,60992.00,42608.00,19968.00,33408.00,43808.00,73680.00,56384.00,57136.00,66576.00,65840.00,66768.00,66960.00,80112.00,83792.00,60112.00,76352.00,85008.00,76736.00,60912.00,69264.00,64784.00,59824.00,53712.00,0.00,0.00,0.00,,,,,,,,#N/D,#N/D,0.00%,-,,,
749,SS,SS_78_10,200003401,E_MMH,30017759,120,1.00E+11,414642,LANDIS + GYR,RXRS4,DS901796,Medición Convencional ,Medicion Secundaria,ANDA REGION CENTRAL (MAYORES),SANTO TOMAS,CANTON CHALTEPE,CANTON CHALTEPE,CALLE AL RIO,28028.00,59184.00,63504.00,67788.00,53352.00,60900.00,61380.00,65652.00,68232.00,57744.00,60324.00,66876.00,66264.00,65148.00,70788.00,82488.00,67128.00,64368.00,73032.00,66984.00,70716.00,70428.00,65880.00,75684.00,76548.00,70104.00,81408.00,79848.00,59268.00,80628.00,82152.00,86316.00,85752.00,76212.00,80256.00,87168.00,86844.00,84192.00,77880.00,71532.00,81300.00,78996.00,83448.00,70968.00,48300.00,48300.00,Alta,"70,202",14.40%,-,,,
